[2025-12-20 23:00:01] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x96e | src=10.216.16.8:34142 -> dst=10.47.111.60:80 | http=PATCH /api/v1/orders 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
[2025-12-20 23:03:07] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x118 | src=10.78.38.46:37968 -> dst=10.252.237.194:8443 | http=PATCH /actuator/env 400 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.15
[2025-12-20 23:03:13] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x8df | src=10.236.231.10:19837 -> dst=10.29.188.213:80 | http=GET /actuator/env 429 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.26
[2025-12-20 23:03:19] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xeb0 | src=10.31.230.27:43368 -> dst=10.175.43.130:443 | http=GET /api/v1/orders 403 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:web.example.lab | neden="Health-check başarılı." conf=0.23
[2025-12-20 23:03:23] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xb58 | src=10.145.129.186:39214 -> dst=10.76.170.21:443 | http=PUT /api/v1/payments 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.15
[2025-12-20 23:03:26] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xd83 | src=10.185.9.93:15061 -> dst=10.158.92.244:8080 | http=DELETE /api/v1/orders 204 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.13
[2025-12-20 23:03:31] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x3d4 | src=10.78.83.47:27950 -> dst=10.84.224.12:8080 | http=POST /wp-login.php 429 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
[2025-12-20 23:03:35] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x1a5 | src=10.195.214.248:40651 -> dst=10.82.102.206:443 | http=PUT / 500 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.29
[2025-12-20 23:03:40] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xfea | src=10.223.46.243:23934 -> dst=10.113.230.227:80 | http=DELETE / 401 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:web.example.lab | neden="Pod metrikleri stabil." conf=0.18
[2025-12-20 23:03:40] [SALDIRI] UYARI: Yan Hareket / Ağ Keşfi | Aksiyon: Bloklandı | Stage: Reconnaissance | Rule: NET-SCAN-1001 | ID: 0x49d | src=10.241.71.195:1368 -> dst=10.240.229.158:80 | http=GET /api/v1/payments 204 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:pay.example.lab | neden="Ağ segmenti içinde sıra dışı keşif trafiği görüldü." conf=0.78
[2025-12-20 23:03:40] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0x5c6 | src=10.123.73.75:24146 -> dst=10.219.0.158:443 | http=PATCH /.env 201 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="Parametrelerde SQLi imzaları (OR 1=1, UNION SELECT) tespit edildi." conf=0.88
[2025-12-20 23:03:42] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x5a4 | src=10.191.129.192:5451 -> dst=10.8.182.202:8080 | http=POST /login 429 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.15
[2025-12-20 23:03:48] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0xdcc | src=53.22.102.227:21345 -> dst=10.21.161.239:8443 | http=PATCH /wp-login.php 301 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:auth.example.lab | neden="Parametrelerde SQLi imzaları (OR 1=1, UNION SELECT) tespit edildi." conf=0.82
[2025-12-20 23:03:54] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x9a4 | src=10.197.173.250:33629 -> dst=10.95.254.178:8080 | http=PATCH /api/v1/payments 200 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.13
[2025-12-20 23:03:56] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xfaf | src=10.156.228.155:30115 -> dst=10.218.85.177:8080 | http=DELETE / 400 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.2
[2025-12-20 23:03:57] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0xf2f | src=10.224.17.33:43305 -> dst=10.34.120.200:8080 | http=PUT /.env 429 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:web.example.lab | neden="Parametrelerde SQLi imzaları (OR 1=1, UNION SELECT) tespit edildi." conf=0.91
[2025-12-20 23:04:01] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xffb | src=10.127.58.7:26385 -> dst=10.95.255.133:80 | http=PUT /api/v1/payments 403 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.34
[2025-12-20 23:04:02] [SALDIRI] UYARI: Yan Hareket / Ağ Keşfi | Aksiyon: Bloklandı | Stage: Reconnaissance | Rule: NET-SCAN-1001 | ID: 0x3ca | src=10.33.148.229:47525 -> dst=10.153.80.183:443 | http=PUT /actuator/health 204 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:pay.example.lab | neden="Kısa sürede çoklu hedef/port denemesi tespit edildi." conf=0.94
[2025-12-20 23:04:03] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x848 | src=10.33.158.102:27856 -> dst=10.245.210.197:80 | http=POST /admin 500 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.26
[2025-12-20 23:04:08] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xf4e | src=10.78.155.43:47510 -> dst=10.82.165.240:443 | http=PUT /actuator/health 301 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.17
[2025-12-20 23:04:10] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xa09 | src=10.172.21.212:63187 -> dst=10.14.41.12:8080 | http=POST /actuator/env 401 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.27
[2025-12-20 23:04:16] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xdc6 | src=10.30.80.113:14394 -> dst=10.212.247.119:8080 | http=PATCH /api/v1/users 400 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.36
[2025-12-20 23:04:20] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0x28d | src=65.72.49.13:41353 -> dst=10.148.196.222:8443 | http=POST /api/v1/users 400 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:api.example.lab | neden="Beklenmedik imza/format ve tekrar denemeler kritik ihlal göstergesi." conf=0.8
[2025-12-20 23:04:25] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x6e6 | src=10.123.110.150:19462 -> dst=10.180.24.13:8443 | http=PATCH /wp-login.php 301 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:auth.example.lab | neden="Health-check başarılı." conf=0.4
[2025-12-20 23:04:26] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xcb8 | src=10.185.147.19:37059 -> dst=10.197.230.196:8080 | http=PATCH /actuator/env 200 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:web.example.lab | neden="Health-check başarılı." conf=0.24
[2025-12-20 23:04:31] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xfda | src=10.23.19.36:30973 -> dst=10.170.242.133:443 | http=PATCH /actuator/health 201 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.16
[2025-12-20 23:04:34] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x2bb | src=10.56.213.150:32126 -> dst=10.157.13.153:8080 | http=PATCH /actuator/env 204 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:pay.example.lab | neden="Health-check başarılı." conf=0.3
[2025-12-20 23:04:40] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x84d | src=10.97.9.113:28087 -> dst=10.160.214.39:443 | http=DELETE /actuator/health 429 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:api.example.lab | neden="Health-check başarılı." conf=0.35
[2025-12-20 23:04:41] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xb0c | src=10.181.135.157:17179 -> dst=10.247.98.246:8080 | http=PATCH /api/v1/payments 204 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.35
[2025-12-20 23:04:44] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xd40 | src=10.202.176.245:19874 -> dst=10.74.148.11:80 | http=PUT /wp-login.php 500 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.17
[2025-12-20 23:04:49] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xfa6 | src=10.25.115.164:28110 -> dst=10.119.26.26:8080 | http=DELETE /login 500 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.44
[2025-12-20 23:04:53] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xbfc | src=10.30.45.167:61413 -> dst=10.118.19.234:443 | http=DELETE /api/v1/users 200 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.17
[2025-12-20 23:04:56] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xa60 | src=10.145.232.254:34068 -> dst=10.252.68.218:8443 | http=PUT /api/v1/orders 200 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.36
[2025-12-20 23:04:58] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0xc10 | src=10.167.44.103:10239 -> dst=10.48.94.252:8443 | http=PUT /api/v1/orders 200 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:auth.example.lab | neden="Beklenmedik imza/format ve tekrar denemeler kritik ihlal göstergesi." conf=0.81
[2025-12-20 23:05:01] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x748 | src=10.238.157.41:8718 -> dst=10.207.159.177:8080 | http=PUT /actuator/env 204 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.27
[2025-12-20 23:05:06] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x712 | src=10.185.39.235:36914 -> dst=10.57.31.213:443 | http=PATCH /actuator/health 201 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.4
[2025-12-20 23:05:06] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xba | src=10.67.212.117:53906 -> dst=10.29.236.173:8080 | http=GET /.env 301 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.3
[2025-12-20 23:05:12] [SALDIRI] UYARI: Yan Hareket / Ağ Keşfi | Aksiyon: Bloklandı | Stage: Reconnaissance | Rule: NET-SCAN-1001 | ID: 0x591 | src=36.215.191.229:61128 -> dst=10.195.229.223:8443 | http=DELETE /login 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:auth.example.lab | neden="Kısa sürede çoklu hedef/port denemesi tespit edildi." conf=0.91
[2025-12-20 23:05:14] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xefb | src=10.217.194.211:23709 -> dst=10.117.126.118:443 | http=PUT /api/v1/orders 200 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.32
[2025-12-20 23:05:15] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xc5d | src=10.125.22.103:15262 -> dst=10.224.119.139:80 | http=POST /actuator/health 301 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.3
[2025-12-20 23:05:18] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x2f2 | src=10.89.218.143:23595 -> dst=10.253.24.249:8443 | http=PATCH /admin 401 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.2
[2025-12-20 23:05:22] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x609 | src=10.213.68.100:22668 -> dst=10.124.130.53:80 | http=DELETE /admin 200 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.12
[2025-12-20 23:05:27] [SALDIRI] UYARI: Yan Hareket / Ağ Keşfi | Aksiyon: Bloklandı | Stage: Reconnaissance | Rule: NET-SCAN-1001 | ID: 0xc69 | src=87.155.7.55:50459 -> dst=10.97.60.192:8443 | http=POST /actuator/env 204 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:auth.example.lab | neden="Kısa sürede çoklu hedef/port denemesi tespit edildi." conf=0.88
[2025-12-20 23:05:31] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x43 | src=10.238.50.206:14336 -> dst=10.240.163.235:8080 | http=PUT /.env 200 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.36
[2025-12-20 23:05:36] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xb87 | src=10.194.125.128:54867 -> dst=10.172.131.196:8443 | http=DELETE /wp-login.php 201 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:web.example.lab | neden="Pod metrikleri stabil." conf=0.16
[2025-12-20 23:05:38] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x41 | src=10.70.118.18:34167 -> dst=10.77.4.56:8443 | http=PUT / 429 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.33
[2025-12-20 23:05:40] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x759 | src=10.91.54.236:13602 -> dst=10.49.76.62:8080 | http=PUT /api/v1/payments 401 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.44
[2025-12-20 23:05:46] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xe6c | src=10.243.28.164:33782 -> dst=10.4.87.22:8443 | http=PUT /actuator/env 200 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.18
[2025-12-20 23:05:51] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xd98 | src=10.91.161.5:54808 -> dst=10.106.73.193:8443 | http=GET /api/v1/payments 201 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.3
[2025-12-20 23:05:56] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x5b2 | src=10.223.118.215:51421 -> dst=10.38.174.155:8443 | http=PUT / 500 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.27
[2025-12-20 23:06:00] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xc2f | src=10.42.137.40:26558 -> dst=10.194.78.190:8080 | http=PUT /login 200 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.26
[2025-12-20 23:06:02] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0x2b7 | src=24.181.47.153:20150 -> dst=10.166.197.4:8443 | http=DELETE /login 404 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:auth.example.lab | neden="Parametrelerde SQLi imzaları (OR 1=1, UNION SELECT) tespit edildi." conf=0.91
[2025-12-20 23:06:03] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x4e0 | src=10.153.247.201:62904 -> dst=10.39.184.65:443 | http=DELETE /actuator/env 429 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.14
[2025-12-20 23:06:04] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x47d | src=10.153.164.155:12665 -> dst=10.102.245.81:8443 | http=PUT /api/v1/payments 500 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:web.example.lab | neden="Health-check başarılı." conf=0.21
[2025-12-20 23:06:08] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x278 | src=10.107.224.205:56584 -> dst=10.149.35.210:8443 | http=DELETE /api/v1/users 500 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.19
[2025-12-20 23:06:12] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0x424 | src=204.184.43.28:43425 -> dst=10.127.181.43:80 | http=PATCH /.env 400 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:auth.example.lab | neden="RoleBinding/ClusterRoleBinding değişikliği denemesi görüldü." conf=0.75
[2025-12-20 23:06:14] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x350 | src=10.176.12.124:61353 -> dst=10.53.151.107:80 | http=GET /api/v1/users 400 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.26
[2025-12-20 23:06:17] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x6d3 | src=10.58.11.218:53456 -> dst=10.175.55.174:443 | http=POST /actuator/health 201 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="Health-check başarılı." conf=0.22
[2025-12-20 23:06:19] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x753 | src=10.230.219.100:19265 -> dst=10.2.109.53:80 | http=PATCH /login 404 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.21
[2025-12-20 23:06:21] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x3d2 | src=10.178.180.217:45168 -> dst=10.234.88.209:8080 | http=PATCH /actuator/env 200 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="Health-check başarılı." conf=0.21
